i,host
Nh25SPW1_44104,Zingiber_officinale
Nh25SPW1_56240,Cyprinus_carpio
Nh25SPW1_56328,Alca_torda
Nh25SPW1_76824,Tanypteryx_hageni_dataset
Nh25SPW1_77717,Ornithodoros_gurneyi
Nh25SPW1_91628,homo_sapiens
Nh50SPW1_31287,Caloenas_nicobarica
Nh51SPW1_13550,Leiobunum_manubriatum
Nh55SPW2_232935,Megalurothrips_usitatus_dataset
Nh57SPW1_241321,Gomphocerus_sibiricus_dataset
Nh58SPO1_30357,Succisa_pratensis
Nh96SPW1_117126,Andrena_camellia_dataset
Ns110SPO4_138381,Santalum_album
Ns110SPO4_138381,Scurrula_parasitica
Ns115SPO1_102472,Alca_torda
Ns115SPO1_96256,Phoenix_dactylifera
Ns118SPO11_46407,Megalurothrips_usitatus_dataset
Ns118SPO11_95064,Tanypteryx_hageni_dataset
P1_LZ1_2_1_141780,Succisa_pratensis
SJ1_Z1_1_355446,Alca_torda
SQ1_S1_3_81899,Pampusana_beccarii
SQ1_Z1_2_172258,Cosmoglyphus_oudemansi
SQ1_Z1_2_239952,Carpoglyphus_lactis
ST1_B1_1_71440,Calochortus_balsensis
ST1_B1_2_153898,Areca_camarinensis
ST1_B1_2_169131,Scophthalmus_maximus
ST1_B1_2_170453,Acheta_domesticus_dataset
ST1_B1_3_136861,Erodium_cicutarium
ST1_S1_1_93352,Canna_indica
SZ1_YZ1_2_106580,Frankliniella_intonsa_dataset
SZ1_YZ1_2_47577,Gomphocerus_sibiricus_dataset
SZ1_YZ1_2_53693,Actenoides_hombroni
SZ1_YZ2_2_58824,Tanypteryx_hageni_dataset
SZ3_LD1_2_2_1014982,Cosmoglyphus_oudemansi
SZ3_PF1_2_341631,Canna_indica
SZ4_YZ1_1_293144,Balaeniceps_rex
X2_01_128581,Acheta_domesticus_dataset
X2_02_1702,Gomphocerus_sibiricus_dataset
X2_026_417,Curcuma_longa
X2_05_77329,Sipha_flava_dataset
X2_06_173219,Caloenas_nicobarica
X2_YZ_1_2_1_257512,Geranium_maculatum
X3_1_43080,Cryptotermes_longicollis_dataset
X3_1_81928,Rhinella_marina
X3_25_203741,homo_sapiens
X3_3_44398,Alca_torda
X3_3_82844,Caloenas_nicobarica
X3_JX1_2_1_7586,Pampusana_beccarii
X4_LQ1_2_1_93583,Geranium_maculatum
X4_LZ2_2_1_48501,Tiliqua_scincoides
X4_QZ1_2_1_105597,Megalurothrips_usitatus_dataset
XC1_LZ1_2_1_97113,Aptinothrips_rufus_dataset
XC1_YZ2_2_1_153078,Phoenix_dactylifera
XC2_LZ2_2_1_39415,Megalurothrips_usitatus_dataset
XZ_JX1_2_1_57359,Balaeniceps_rex
XZ_JX1_2_1_64739,Anax_junius_dataset
XZ_JX1_2_1_66577,Periplaneta_americana_dataset
YQ_D1_1_125525,Phoenix_dactylifera
YQ_D1_1_36340,Pampusana_beccarii
YQ_E1_2_105564,Bartramia_longicauda
A2_YZ3_2_100664,Aspergillus_ochraceoroseus
GA_YL1_2_1_16861,Acheta_domesticus_dataset
GD1_LZ2_2_183830,Frankliniella_intonsa_dataset
GD1_LZ2_2_487348,Heterocephalus_glaber
GD1_LZ2_2_551369,Carpoglyphus_lactis
GD1_LZ3_2_178402,Aspergillus_ochraceoroseus
GD1_LZ3_2_375091,Canna_indica
GD1_LZ3_2_375097,Canna_indica
GD1_LZ3_2_382248,Aptinothrips_rufus_dataset
GD1_LZ3_2_419325,Rhizoctonia_solani
GD1_LZ3_2_455511,Frankliniella_intonsa_dataset
GD1_LZ4_2_234474,Aptinothrips_rufus_dataset
GD1_LZ4_2_239146,Andrena_camellia_dataset
A1_LZ2_2_144343,Dermacentor_albipictus
A1_TZ1_2_187384,Solea_senegalensis
A2_XX1_2_1_112537,Aptinothrips_rufus_dataset
A2_XX1_2_1_135263,Aptinothrips_rufus_dataset
A2_XX2_2_373386,Canna_indica
B1_LD1_2_2_173474,Anax_junius_dataset
B1_LD1_2_3_304323,Aramus_guarauna
B1_NC_1_27657,Canna_indica
B1_NC_2_1_3895,Phoenix_dactylifera
B1_NC_2_1_44160,Balaeniceps_rex
B1_NC_2_1_65995,Aspergillus_thermomutatus
B1_NC_2_1_82318,Frankliniella_intonsa_dataset
B1_NC_2_1_89434,Alca_torda
B1_NC_2_12_136015,Talpa_europaea
B1_NC_2_12_94740,Carpoglyphus_lactis
B1_NC_2_2_139478,Erodium_cicutarium
B1_NC_2_3_121798,Phoenix_dactylifera
B1_TZ_H1_221049,Alca_torda
B1_TZ_H3_194265,Frankliniella_intonsa_dataset
B1_TZ_H3_501546,Bombyx_mori_dataset
B1_TZ_H3_550442,Epinephelus_lanceolatus
B1_TZ_H3_557213,Anguilla_anguilla
B1_UK_H1_189168,Pampusana_beccarii
B1_UK_H1_324331,Frankliniella_intonsa_dataset
B1_UK_H1_514663,Anas_acuta
B1_UK_H10_15098,Frankliniella_intonsa_dataset
B1_UK_H5_33014,Merops_apiaster
B1_XXZ3_1_318005,homo_sapiens
B1_XZ_H2_253176,Andrena_camellia_dataset
B1_XZ_H4_122644,Cyprinus_carpio
B1_XZ_H5_78702,Alca_torda
B1_YZ_H1_35946,Cyprinus_carpio
B1_YZ_H2_84043,Amilenus_aurantiacus
B1_YZ_H3_135147,Scheffersomyces_segobiensis
B1_YZ_H3_202197,Aptinothrips_rufus_dataset
B1_YZ_H3_23408,Caloenas_nicobarica
B1_YZ_H3_76107,Aquilaria_sinensis
B1_YZ_H3_83601,Heterocephalus_glaber
B1_YZ_H3_94007,Pergamasus_crassipes
B1_YZ1_2_2_149922,Frankliniella_intonsa_dataset
B1_YZ1_2_3_32534,Armillaria_mellea
B1_YZ2_2_156166,Caloenas_nicobarica
B1_YZ2_2_19270,Phoenix_dactylifera
B1_YZ2_2_245394,Carpoglyphus_lactis
B1_YZ2_2_257760,Pergamasus_crassipes
B1YZ_2_4_150467,Alca_torda
B2_DZ1_2_1_116182,Ornithodoros_gurneyi
B2_DZ2_2_152569,Megalurothrips_usitatus_dataset
B2_LW1_2_54521,Areca_camarinensis
B2_MZ2_2_75536,Areca_camarinensis
B2_UK_H1_101825,Caloenas_nicobarica
B2_UK_H1_250774,Andrena_camellia_dataset
B2_UK_H1_68607,Anania_coronata_dataset
B2_YZ_H1_130124,Tanypteryx_hageni_dataset
B2_YZ_H1_44876,Dipsacus_fullonum
B2_YZ_H1_79417,Scheffersomyces_segobiensis
B2_YZ_H1_90404,Macrotermes_natalensis_dataset
B2_YZ1_2_1_34699,Merops_apiaster
B3_LZ1_2_1_51695,Scheffersomyces_segobiensis
B3_LZ2_2_12209,Periplaneta_americana_dataset
B3_XXZ1_2_1_141980,Caloenas_nicobarica
B3_XXZ1_2_1_195134,Pergamasus_crassipes
C1-DY1-2-2_14194,Aptinothrips_rufus_dataset
C1-DY1-2-2_82137,Euphorbia_lathyris
C1-DZ1-2-1_17082,Frankliniella_intonsa_dataset
C1-DZ1-2-3_35291,Pleurotus_ostreatus
C1-LIK-H3_10408,Rhinella_marina
C1-TZ-H1_144192,Rhinella_marina
C1-UK-H1_220401,Phoenix_dactylifera
C1-YZ2-H2_45821,Rana_temporaria
C1-YZ2-H2_96517,Amilenus_aurantiacus
C1-YZ3-2-2_92623,Rousettus_aegyptiacus
C2-LD1-2-3_86117,Calochortus_balsensis
C2-UK-H1_18892,Rhinella_marina
C2-YZ4-2-1_5882,Pteropus_alecto
C2-YZ5-H2_10482,Heterobasidion_irregulare
C2-YZ5-H2_50496,Malania_oleifera
C2-YZ5-H2_7530,Geranium_maculatum
C3-YZ4-2-1_84821,Pampusana_beccarii
D1_YZ2_2_1_117418,Rhinella_marina
D1_YZ2_2_1_3802,Epinephelus_lanceolatus
D3_LD1_2_1_191194,Megalurothrips_usitatus_dataset
D3_YZ2_2_51498,Araneus_angulatus
D3_YZ2_2_5974,Nematopogon_robertella_dataset
D6_LD1_2_125365,Andrena_camellia_dataset
D6_LD1_2_23090,Rhinella_marina
D6_LZ2_2_61049,Canna_indica
D7_LW1_2_1_46719,Boana_sibleszi
D7_QZ1_2_34958,Pergamasus_crassipes
GA_XX1_2_127564,Araneus_angulatus
GA_XX1_2_191031,Phoenix_dactylifera
GA_XX1_2_52074,Manihot_esculenta
GD1_LZ4_2_425073,Megalurothrips_usitatus_dataset
GD1_LZ4_2_48046,Thelephora_terrestris
GD1_LZ4_2_91445,Frankliniella_intonsa_dataset
GD1_QZ1_2_161744,Solea_senegalensis
GD1_QZ1_2_18590,Pleurotus_ostreatus
GD1_QZ1_2_18649,Aspergillus_ochraceoroseus
GD1_QZ1_2_351722,Solea_senegalensis
GD1_QZ2_2_128585,Canna_indica
GD1_QZ2_2_331053,Heterocephalus_glaber
GD1_QZ2_2_38231,Megalurothrips_usitatus_dataset
GD1_QZ2_2_486916,Aptinothrips_rufus_dataset
GD1_QZ2_2_50737,Megalurothrips_usitatus_dataset
GD1_QZ2_2_79315,Penicillium_citrinum
GD2_XX1_2_1_183930,Calochortus_balsensis
GD2_XX1_2_1_8520,Canna_indica
GL_DL_2_26537,Aedes_aegypti
GL_DY1_2_1_170199,Bos_taurus
GL_LD1_2_1_15589,Aspergillus_thermomutatus
GL_LD1_2_1_77925,Ameiva_ameiva
GL_LD1_2_1_89732,Megalurothrips_usitatus_dataset
GL_QZ1_2_1_11257,Aedes_aegypti
GL_X2_A1_1_2889,Erodium_cicutarium
GL_X2_A3_5_76088,Amilenus_aurantiacus
GL_XX1_2_1_158635,Zingiber_officinale
GL_XX1_2_1_198306,Aquilaria_sinensis
GL_XX1_2_1_199253,Phalangium_opilio
GL_XX2_2_1_134049,Todus_mexicanus
GL_XX2_2_1_41680,Cinnamomum_aromaticum
GL_XX2_2_1_41680,Persea_americana
GL_YZ1_2_1_29871,homo_sapiens
GL_YZ1_2_1_42813,Solea_senegalensis
GL_YZ1_2_1_72088,Cyprinus_carpio
GL_YZ2_2_1_88974,Scheffersomyces_segobiensis
GL_YZ2_2_8266,Bombus_bimaculatus_dataset
GL_YZ2_2_85335,Santalum_album
GL_YZ2_2_85335,Scurrula_parasitica
GL_YZ4_2_1_127782,Atlantic_salmon
GL_YZ4_2_1_150876,Aspergillus_thermomutatus
GL_YZ4_2_1_32565,Cyprinus_carpio
GM_UK1_2_1_50361,Cyprinus_carpio
GM_XX1_2_1_163183,Canna_indica
GM_XX2_2_1_114977,Frankliniella_intonsa_dataset
GM_XX2_2_1_140928,Frankliniella_intonsa_dataset
GM_XX2_2_1_5649,Megalurothrips_usitatus_dataset
GM_YZ1_2_1_50685,Phoenix_dactylifera
GM_YZ3_2_1_14758,Pampusana_beccarii
GM_YZ4_2_1_11528,Stephania_cephalantha
GM1_UK5_2_1_115750,Megalurothrips_usitatus_dataset
GM1_UK5_2_1_38839,Aedes_aegypti
GM1_UK6_2_1_53110,Phoenix_dactylifera
GM1_YZ3_2_1_216224,Armillaria_mellea
GM1_YZ3_2_1_43981,Pampusana_beccarii
GM1_YZ3_2_1_66719,Erodium_cicutarium
GM1_YZ3_2_1_7709,Nematopogon_robertella_dataset
GM1_YZ4_2_1_41651,Malania_oleifera
GQ1_UK2_2_1_97839,Rhizoctonia_solani
GQ1_YZ1_2_1_247802,Euphorbia_lathyris
GQ2_LZ2_2_1_165514,Pleurotus_ostreatus
GQ2_UK3_2_1_128326,Periplaneta_americana_dataset
GW_HX1_2_143328,Canna_indica
GW_YZ1_2_93913,Malania_oleifera
GW_YZ3_2_1_139820,Pleurotus_ostreatus
GW_YZ4_2_108063,Megalurothrips_usitatus_dataset
GW_YZ5_2_4185,Balaeniceps_rex
hlSP9O1_19304,Caloenas_nicobarica
H-NC-1_6742,Tanypteryx_hageni_dataset
hnSP11W1_53673,Allygidius_commutatus_dataset
hnSP11W1_62716,Merops_apiaster
J4_YZ1_2_1_166386,Anseranas_semipalmata
J4_YZ1_2_1_91811,Helwingia_omeiensis
J4_YZ1_2_108823,Aptinothrips_rufus_dataset
J5_LD1_2_204642,Caloenas_nicobarica
L1_YZ1_2_1_71953,Epinephelus_lanceolatus
L2_LD2_2_177866,Succisa_pratensis
M_11_2_3_183181,Merops_apiaster
M_11_2_3_212262,Chamaelirium_luteum
M_11_2_3_280830,Aptinothrips_rufus_dataset
M_14_2_72594,Rana_temporaria
M_16_1_244218,Cosmoglyphus_oudemansi
M_18_1_264273,Andrena_camellia_dataset
M_47_2_1_130252,Rana_temporaria
M_66_2_1_272160,Alca_torda
M_66_2_1_410508,Anabrus_simplex_dataset
M_83_2_1_132692,Aedes_aegypti
M_83_2_1_68452,Ailurus_styani
M_91_2_1_171632,Antennarius_striatus
M_97_2_1_108956,Rhizoctonia_solani
M49_2_1_76658,Phoenix_dactylifera
Nh15SPW1_75327,Megalurothrips_usitatus_dataset
Nh25SPW1_88343,Zingiber_officinale
Nh35SPW1_55395,Balaeniceps_rex
Nh46SPW1_115295,Cyprinus_carpio
Nh46SPW1_87955,Calochortus_balsensis
Nh56SPW1_57409,Aptinothrips_rufus_dataset
Nh58SPO1_2143,Rhinella_marina
Nh71SPO1_111195,Carpoglyphus_lactis
Nq39SPO1_118957,Pampusana_beccarii
Ns101SPO1_19877,Aquilaria_sinensis
Ns101SPO1_91152,Chamaelirium_luteum
Ns103SPW1_22206,Anax_junius_dataset
P1_LZ1_2_1_252103,Stephania_cephalantha
P1_LZ1_2_1_75851,Aspergillus_ochraceoroseus
P1_XX1_2_130287,Tiliqua_scincoides
P1_XX1_2_89006,Rhinella_marina
SJ1_Z1_1_332683,Chrysomya_bezziana_dataset
SQ1_Z1_2_58296,Periplaneta_americana_dataset
ST1_B1_2_122240,Aptinothrips_rufus_dataset
ST1_B1_2_195895,Scheffersomyces_segobiensis
ST1_B1_2_35829,Tanypteryx_hageni_dataset
ST1_B1_2_57610,Coptis_teeta
ST1_S1_1_393569,Frankliniella_intonsa_dataset
SZ1_XX1_2_69018,Cinnamomum_aromaticum
SZ1_XX1_2_69018,Persea_americana
SZ1_XX1_2_69540,Talpa_europaea
SZ1_YZ1_2_135503,Aptinothrips_rufus_dataset
SZ1_YZ2_2_103482,Boa_constrictor
SZ1_YZ2_2_26786,homo_sapiens
SZ1_YZ2_2_31827,Talpa_europaea
SZ1_YZ2_2_50741,Dermacentor_albipictus
SZ1_YZ2_2_52661,Pleurotus_ostreatus
SZ1_YZ2_2_54419,Rhinella_marina
SZ4_YZ1_1_141824,Canna_indica
SZ4_YZ1_1_211658,Aquilaria_sinensis
SZ4_YZ1_1_41142,Megalurothrips_usitatus_dataset
SZ4_YZ1_1_51481,Curcuma_longa
X2_02_42036,Frankliniella_intonsa_dataset
X2_03_40586,Canna_indica
X2_03_569,Frankliniella_intonsa_dataset
X2_03_63812,Aspergillus_thermomutatus
X2_04_106904,Bos_taurus
X2_04_2882,Santalum_album
X2_04_2882,Scurrula_parasitica
X2_09_102097,Canna_indica
X2_YZ_1_2_1_11774,Adelges_abietis_dataset
X2_ZZ1_2_1_47779,Pleurotus_ostreatus
X3_1_85009,Santalum_album
X3_1_85009,Scurrula_parasitica
X3_1_92819,Epinephelus_lanceolatus
X3QZ1_2_1_36094,Merops_apiaster
X4_LZ2_2_1_55070,Curcuma_longa
X4_LZ3_2_1_184426,Coptis_teeta
X4_QZ1_2_1_124921,Alca_torda
X5_JX1_2_1_47749,Antennarius_striatus
X5_YQ1_2_1_24169,Equus_caballus
XC1_LZ1_2_1_19999,Armillaria_mellea
XC2_LZ2_2_1_209859,Bartramia_longicauda
XC2_LZ3_2_1_180514,Megalurothrips_usitatus_dataset
XC2_LZ3_2_1_42550,Carpoglyphus_lactis
XC2_YZ1_2_1_38942,Pleurotus_ostreatus
YQ_D1_1_333869,Ceratosolen_fusciceps_dataset
L2_XX1_2_121085,Megalurothrips_usitatus_dataset
Ns106SPO1_123081,Aptinothrips_rufus_dataset
X2_ZZ1_2_1_47656,Stratiolaelaps_miles
X2_LZ5_2_1_145870,Pleurotus_ostreatus
X2_LZ5_2_1_3729,Pleurotus_ostreatus
SZ1_YZ2_2_104128,Calochortus_balsensis
GW_YZ4_2_60182,Andrena_camellia_dataset
GL_LZ1_2_105163,Armillaria_mellea
B1_YZ_H3_242274,Canna_indica
GM_YZ5_2_1_97911,Chamaelirium_luteum
X2_01_154407,Balaeniceps_rex
G1_YZ1_2_1_198184,Frankliniella_intonsa_dataset
B1_XZ_H2_221670,Phalangium_opilio
J4_YZ1_2_1_120516,Amaurobius_ferox
J4_YZ1_2_1_213652,Tanypteryx_hageni_dataset
X4_LQ1_2_1_128808,Calochortus_balsensis
B1_UK_H7_144048,Amilenus_aurantiacus
B1_XZ_H5_212776,Gomphocerus_sibiricus_dataset
GW_YZ4_2_116733,Heliornis_fulica
M_15_2_58524,Bos_taurus
M_17_2_1_158023,Canna_indica
GH_UK5_2_1_214407,Frankliniella_intonsa_dataset
GL_XX1_2_1_59743,Andrena_camellia_dataset
GH_UK5_2_1_223231,Pleurotus_ostreatus
D3_YZ3_2_35451,Actenoides_hombroni
B1_LD1_2_2_325222,Zingiber_officinale
X4_JX1_2_1_68535,Heterocephalus_glaber
XC2_WZ1_2_1_91448,Frankliniella_intonsa_dataset
G1_UK_2_1_231536,Suncus_etruscus
B1_LD1_2_1_99636,Rhinella_marina
X2_04_25210,Tanypteryx_hageni_dataset
M_97_2_1_172038,Frankliniella_intonsa_dataset
D5_YZ2_2_185335,Rhinella_marina
Nh25SPW1_107423,Phoenix_dactylifera
GM_UK4_2_1_89233,Canna_indica
B1_YZ_H1_73223,Acomys_cahirinus
GL_LD_2_1_43198,Pleurotus_ostreatus
X4_LQ1_2_1_54466,Periplaneta_americana_dataset
D5_YZ1_2_3101,Phoenix_dactylifera
B1_UK_H5_487735,Heterocephalus_glaber
GW_YZ4_2_72721,Ornithodoros_gurneyi
D7_XX1_2_29878,Zalophus_californianus
M_62_2_1_81634,Curcuma_longa
YQ_D1_1_235851,Pergamasus_crassipes
YQ_D1_1_109147,Rhinella_marina
D2_LZ2_2_1_13167,Frankliniella_intonsa_dataset
SZ4_YZ1_1_298132,Phoenix_dactylifera
GL_XZ1_2_1_157584,Areca_camarinensis
B1_NC_2_12_77037,Carpoglyphus_lactis
GW_YZ5_2_105704,Erodium_cicutarium
GW_YZ3_2_1_106565,Ornithodoros_gurneyi
X3_3_61020,Carpoglyphus_lactis
C2-LD1-2-3_84796,Carpoglyphus_lactis
SZ4_YZ1_1_243308,Frankliniella_intonsa_dataset
C2-YZ5-H2_43580,Pergamasus_crassipes
C1-TZ-H2_113776,Stephania_cephalantha
ST1_S1_1_76647,Pampusana_beccarii
X4_LZ1_2_1_119907,Tanypteryx_hageni_dataset
B1_NC_2_1_16096,Rana_temporaria
B1_NC_2_3_129973,Ailurus_styani
B1_NC_2_1_103341,Gentiana_macrophylla
J4_YZ1_2_1_109812,Pergamasus_crassipes
GL_YZ2_2_259228,Dipsacus_fullonum
B1_NC_2_3_101681,Canna_indica
L1_QZ1_2_177260,Anania_coronata_dataset
GL_YZ1_2_2_56853,Aquilaria_sinensis
P1_XX1_2_218242,Phoenix_dactylifera
B1_YZ1_2_3_138938,Ornithodoros_gurneyi
GW_YZ3_2_1_291227,Carpoglyphus_lactis
GW_XX1_2_70658,Tanypteryx_hageni_dataset
A1_YZ1_2_1_70036,Frankliniella_intonsa_dataset
A1_YZ1_2_134940,Canna_indica
B1_LD1_2_2_284962,Areca_camarinensis
B1_XXZ1_H2_118567,Stephania_cephalantha
B1_XXZ2_2_112168,Malania_oleifera
B1_XXZ2_2_133144,Nematopogon_robertella_dataset
B1_XZ_H2_7127,Aedes_aegypti
C1-LIK-H3_338731,Rana_temporaria
C1-TZ-H2_104302,Geranium_maculatum
C1-TZ-H2_97812,Rhizoctonia_solani
C1-UK-H1_205652,Cyprinus_carpio
C1-UK-H1_4821,Anax_junius_dataset
D2_HX1_2_1_169294,Caloenas_nicobarica
D2_HX1_2_1_207243,Calochortus_balsensis
D3_YZ3_2_156525,Frankliniella_intonsa_dataset
D3_YZ3_2_238302,Canna_indica
D7_LD1_2_46225,Leiobunum_manubriatum
GL_LD2_2_1_303732,Rhinella_marina
GL_LD2_2_1_93269,Andrena_camellia_dataset
GL_YZ2_2_136266,Pergamasus_crassipes
GL_YZ2_2_263389,Berberis_aquifolium
GL_YZ2_2_274211,Bombus_bimaculatus_dataset
GL_YZ2_2_42617,Aedes_aegypti
GL_YZ2_2_42821,Calochortus_balsensis
GM_UK1_2_1_25451,Aptinothrips_rufus_dataset
GM1_LZ2_2_1_195481,Viviania_marifolia
GM1_UK6_2_1_58390,Epinephelus_lanceolatus
GW_YZ4_2_87785,Ailurus_styani
J4_YZ1_2_1_239954,Pergamasus_crassipes
M49_2_1_34074,Gallus_gallus
Nd19SPW1_144623,Megalurothrips_usitatus_dataset
Nh54SPW1_86447,Adelges_abietis_dataset
Ns116SPO1_18493,Megalurothrips_usitatus_dataset
SZ3_LD1_2_2_661595,Canna_indica
X2_JG1_2_1_171024,Aptinothrips_rufus_dataset
X4_LQ1_2_1_20956,Canna_indica
X4_LQ1_2_1_99509,Pergamasus_crassipes
XC1_LZ1_2_1_75306,Megalurothrips_usitatus_dataset
A1_LZ2_2_95579,Chamaelirium_luteum
B1_XXZ_H4_35599,Santalum_album
B1_XXZ_H4_35599,Scurrula_parasitica
B1_YZ1_2_1_122505,Frankliniella_intonsa_dataset
C1-JB1-2-2_112030,Phoenix_dactylifera
GL_YZ2_2_1_74311,Chauna_torquata
Nh96SPW1_28839,Caloenas_nicobarica
B1_NC_2_12_136124,Balaeniceps_rex
XC2_WZ1_2_1_7562,Erodium_cicutarium
B1_TZ_H3_355560,Aptinothrips_rufus_dataset
C3-YZ4-2-1_1078,Curcuma_longa
D3_YZ3_2_151097,Armillaria_mellea
SZ1_YZ1_2_114979,Megalurothrips_usitatus_dataset
P1_LZ1_2_1_30105,Rhinella_marina
B1_LD1_2_2_122228,Carabus_banonii_dataset
B1_XZ_H2_217732,Merops_apiaster
GA_XX1_2_126671,Antennarius_striatus
GL_YZ1_2_1_20002,Megalurothrips_usitatus_dataset
GM1_LD1_2_126834,Solea_senegalensis
GQ2_LZ1_2_1_297143,Coptis_teeta
H-NC-1_392602,Canna_indica
Nh14SPW1_30974,Viviania_marifolia
SZ1_YZ2_2_42238,Oncorhynchus_tshawytscha
X4_LZ2_2_1_19398,Andrena_camellia_dataset
C2-LD1-2-2_180409,Areca_camarinensis
B1_NC_2_12_155404,Araneus_angulatus
B1_YZ1_2_2_126491,Acheta_domesticus_dataset
X4_LQ1_2_1_141872,Canna_indica
D1_YZ1_2_3_60207,Pleurotus_ostreatus
X2_011_150032,Pampusana_beccarii
GH_YZ2_2_1_71294,Aquilaria_sinensis
B1_NC_2_1_127707,Alca_torda
X4_LZ2_2_1_36582,Carpoglyphus_lactis
C3-YZ4-2-1_2434,Zingiber_officinale
D3_LD1_2_1_135346,Santalum_album
D3_LD1_2_1_135346,Scurrula_parasitica
H-NC-2_122646,Malania_oleifera
GD1_YZ2_2_1_210393,Balaeniceps_rex
C1-UK-H1_178028,Megalurothrips_usitatus_dataset
Nh46SPW1_145997,Canna_indica
Nh11SPW1_28825,Bos_taurus
D6_LZ1_2_48612,Antennarius_striatus
Nh96SPW1_136012,Curcuma_longa
Nh56SPW1_137508,Solea_senegalensis
GM_YZ3_2_1_197004,Leiobunum_manubriatum
B2_YZ1_2_1_192265,Carpoglyphus_lactis
hnSP32W1_105227,Canna_indica
GL_XX1_2_1_69816,Succisa_pratensis
C1-YZ4-2-2_50109,Pergamasus_crassipes
B2_YZ6_2_88289,Andrena_camellia_dataset
XC1_LD1_2_1_192925,Megalurothrips_usitatus_dataset
GQ2_LZ1_2_1_138228,Allygidius_commutatus_dataset
C3-YZ4-2-1_49335,Solea_senegalensis
B1_YZ1_2_1_244172,Rhinella_marina
XC2_YZ1_2_1_51908,Nematopogon_robertella_dataset
X4_LZ3_2_1_183595,Caloenas_nicobarica
GW_YZ5_2_67969,Merops_apiaster
GH_XZ1_2_1_40910,Andrena_camellia_dataset
B1_YZ_H1_34014,Curcuma_longa
M_61_2_1_389214,Phoenix_dactylifera
B1_XZ_H5_37438,Santalum_album
B1_XZ_H5_37438,Scurrula_parasitica
B1_NC_2_12_7979,Alca_torda
hnSP32W1_76906,Canna_indica
GD1_YZ2_2_1_265897,Bartramia_longicauda
GL_YZ2_2_291115,Periplaneta_americana_dataset
M_81_2_1_271695,Pergamasus_crassipes
GL_LD1_2_1_19429,Anania_coronata_dataset
B1_YZ2_2_32481,Carpoglyphus_lactis
B1_YZ2_2_151383,Phlebiopsis_gigantea
B1YZ_2_4_208372,Carpoglyphus_lactis
B1_XXZ4_2_2_228892,Megalurothrips_usitatus_dataset
B1_UK_H3_90078,Aptinothrips_rufus_dataset
B1_XZ_H5_166808,Frankliniella_intonsa_dataset
B1_LD1_2_1_198508,Antennarius_striatus
C2-TZ-H1_201038,Antennarius_striatus
C1-DZ1-2-3_36115,Pleurotus_ostreatus
A1_LZ2_2_188955,Stratiolaelaps_miles
GD2_XX1_2_1_19909,Cinnamomum_aromaticum
GD2_XX1_2_1_19909,Persea_americana
X4_LZ2_2_1_33800,Pleurotus_ostreatus
YQ_D1_1_277493,Megalurothrips_usitatus_dataset
X3_3_70551,Carpoglyphus_lactis
GQ2_UK3_2_1_38563,Aptinothrips_rufus_dataset
GQ1_LD1_2_1_150443,Megalurothrips_usitatus_dataset
B1_TZ_H3_326330,Pampusana_beccarii
X2_03_68259,Stratiolaelaps_miles
GD2_XX2_2_1_183202,Bombus_bimaculatus_dataset
G1_YZ2_2_1_361048,Frankliniella_intonsa_dataset
B2_XZ_H1_299376,Frankliniella_intonsa_dataset
B1_UK_H5_199254,Malania_oleifera
GW_YZ4_2_23373,Ailuropoda_melanoleuca
C3-YZ4-2-1_38514,Carpoglyphus_lactis
GW_YZ3_2_1_170161,Megalurothrips_usitatus_dataset
C1-YZ1-H1_138246,Leiobunum_manubriatum
SQ1_Z1_2_137873,Megalurothrips_usitatus_dataset
GL_YZ2_2_90620,Frankliniella_intonsa_dataset
D3_YZ2_2_43200,Balaeniceps_rex
D3_XX1_2_21505,Balaeniceps_rex
C2-YZ5-H2_33100,Pleurotus_ostreatus
J4_YZ1_2_1_75004,Leiobunum_manubriatum
C2-YZ5-H2_22424,Calochortus_balsensis
B1_YZ_H1_75863,homo_sapiens
B1_NC_2_12_24819,Megalurothrips_usitatus_dataset
B1_NC_2_1_5500,Canna_indica
X2_026_41967,Canna_indica
BN_2_11_218414,Frankliniella_intonsa_dataset
D7_XX1_2_80747,Helwingia_omeiensis
D5_YZ2_2_211325,Nematopogon_robertella_dataset
P1_XX1_2_114001,Aquilaria_sinensis
YQ_D1_1_300157,Alca_torda
B1_YZ_H3_152492,Rhizoctonia_solani
A2_YZ1_2_142374,Leiobunum_manubriatum
GL_LD_2_1_124449,Ornithodoros_gurneyi
GQ1_YZ1_2_1_233296,Megalurothrips_usitatus_dataset
C1-YZ1-H1_45131,Balaeniceps_rex
C1-YZ1-H1_126755,Manis_pentadactyla
GD2_XX1_2_1_61952,Carpoglyphus_lactis
C2-YZ5-H2_2482,Canna_indica
H-NC-2_53111,Acheta_domesticus_dataset
D1_YZ1_2_3_54981,Calochortus_balsensis
C2-UK-H1_122938,Pampusana_beccarii
GQ2_LZ1_2_1_6838,Aptinothrips_rufus_dataset
GM_YZ1_2_1_43134,Aspergillus_ochraceoroseus
B1_TZ_H1_74931,Pleurotus_ostreatus
C2-TZ-H1_71155,Cosmoglyphus_oudemansi
C1-YZ1-H1_157942,Rhinella_marina
X2_YS1_2_1_188105,Carpoglyphus_lactis
H-NC-2_418593,Curcuma_longa
XC1_LD1_2_1_77955,Frankliniella_intonsa_dataset
X2_012_208025,Canna_indica
X2_011_21660,homo_sapiens
